Time,EcoregionName,EcoregionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_Leaf,C_FRoot,C_Wood,C_CRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, MN100, 0, 1, 0, 12484.4, 23989, 709.6, 201.9, 245.6, 456.2, 7.66, 572.6, 24, 62.1, 21.8, 11215.6, 2803.9, 449.3, 172.9, 15.5, 2.1, 25.6, 0, 854, 2323.1, 8615.5, 691.9, 3.3, 0.8, 31.1, 50.8, 1.3, 3.1, 0.1, 0.2, 0.1, 0, 21, 224.6, 192.9, 35.5, 0.1, -1, 0, 1.3, 6.3, 6.8, -9.6, 0, 559.31, 0.15, 0.03, 0, 0, 13.1, 6.4, 482.2, 0.04, 0, 
